discount,previous_purchases,session_time,clicks,pages_viewed,purchase,amount_spent
0.011753377939248855,1,1.5098,0,0,1,81.8212
0.08261635372674986,4,5.9978,7,4,1,97.1478
0.4074244706209414,1,6.9487,8,5,1,63.3098
0.018764043156773713,2,3.8037,3,3,1,96.3691
0.011613638992602371,0,7.0942,0,0,0,0.0
0.3170106076318469,4,15.0682,11,2,1,53.5073
0.04446089275770998,1,1.0,0,2,0,0.0
0.18578948977506154,1,6.9938,9,5,1,101.0406
0.0010707770108231984,1,5.1204,4,1,1,75.0774
0.1811899456215848,4,3.7055,1,0,1,63.5525
0.15902089202858855,3,7.3094,1,0,1,53.1135
0.30635023111522425,4,3.9029,0,0,1,84.6204
0.24954786670132995,2,5.8851,5,4,1,26.2288
0.33926256420742135,1,10.0574,6,2,1,71.3066
0.4679278556293848,1,8.0953,3,3,0,0.0
0.3975866763537922,0,7.3738,3,2,1,50.519
0.46677536235696837,3,9.1442,7,3,1,43.1639
0.027112874453830094,3,9.9001,6,5,1,38.1423
0.4951694973038754,0,17.4688,14,5,1,48.2648
0.1610297131136464,2,2.6716,0,2,1,74.1802
0.13835898686227244,0,1.0,3,3,1,65.5728
0.2017607942268423,3,6.0925,1,2,1,69.3257
0.3916508396205032,1,11.7509,7,4,1,71.8631
0.4771423761276162,1,18.7437,8,2,1,48.5171
0.27711783785330507,0,16.6893,11,4,1,73.0001
0.07719368532015314,0,7.8017,6,5,1,85.1951
0.10702715055431128,2,10.2092,5,3,1,90.989
0.20268576999933824,1,4.7075,2,3,1,88.2915
0.1828786002131929,2,4.7172,1,2,1,74.2924
0.11913500019024009,1,17.2821,11,9,0,0.0
0.42511410934774957,1,8.2384,1,0,1,108.9482
0.1400562247378238,2,10.8229,7,4,1,93.1695
0.2963765754390991,1,13.5546,9,5,1,33.9359
0.2396513780940293,3,2.6126,0,1,1,70.8302
0.46173010337486414,2,18.6292,10,4,1,44.0462
0.3144601997992516,0,3.7048,2,0,1,44.6583
0.16604673047840346,2,2.9515,1,1,1,71.0116
0.31934589834667404,2,14.7304,6,2,1,79.698
0.15945326451882408,2,2.1214,2,0,1,74.2573
0.045434800353451876,3,3.8495,2,2,1,101.2085
0.24260291925266475,2,5.8925,5,4,1,59.3595
0.430099090654102,2,11.4223,8,7,1,76.606
0.4545904750907698,1,14.3786,7,1,1,44.9955
0.271871021329106,1,10.2298,2,3,1,79.4887
0.3497619383707194,0,9.9757,11,3,1,62.7398
0.3053456701738561,1,11.8241,9,7,1,81.0248
0.405412415304077,3,16.8049,10,4,1,76.7994
0.05161233446591823,1,1.0,1,4,1,121.8986
0.20068602229805138,1,12.5767,5,3,1,49.9731
0.1265403652013007,1,14.2562,5,3,1,117.9491
0.003287947809263392,1,2.2383,0,1,1,94.0201
0.4149599501012328,0,13.8347,8,6,1,55.5327
0.06709283151639622,2,1.9351,2,2,0,0.0
0.1616877105447273,2,7.5277,5,2,1,95.8537
0.4334383568834634,1,15.1004,8,7,1,48.1259
0.36065876787783463,3,6.8167,5,3,1,36.8582
0.28385663406689504,1,12.7807,6,1,0,0.0
0.155133768237887,3,13.1095,5,2,1,95.3254
0.2576610875801594,2,8.5157,5,4,1,55.3669
0.028118921742027125,1,13.4591,8,6,1,58.7466
0.3636487238046861,3,17.6076,14,5,1,66.3657
0.11865783005051939,1,1.0,0,2,1,47.3526
0.239600122460352,2,4.8898,2,4,1,84.3323
0.04723486585193376,2,5.7785,1,1,1,69.5923
0.35539398416695,4,14.8924,6,4,1,48.4145
0.4479156655629589,2,19.8712,6,2,0,0.0
0.22796817222142962,2,7.6202,3,2,0,0.0
0.04161273860090858,3,2.8276,2,2,0,0.0
0.4725374311686238,2,12.4411,3,3,1,54.9935
0.22352466346408317,2,8.5646,4,2,1,78.2273
0.04016972764249571,2,1.6406,0,2,0,0.0
0.0942135567554917,1,5.944,4,1,1,42.5511
0.05992234047530759,0,9.2997,2,5,1,98.3988
0.09876266815786422,1,14.3406,8,3,1,157.099
0.07789312899880285,2,23.1693,12,3,1,64.7194
0.4614388092266549,1,8.3522,3,1,1,43.7614
0.10453715606472397,2,1.0,1,1,1,95.8529
0.22098333187623148,1,9.3064,6,2,1,51.5225
0.364939451939988,2,10.6014,2,0,1,19.9998
0.3384865647062899,3,14.0112,10,4,1,82.7378
0.4782330944922382,2,7.1514,3,1,1,65.2009
0.48301478142201565,3,9.2305,2,0,1,28.3276
0.28534724676491724,4,13.6098,9,5,1,47.6921
0.3761519692711992,1,5.7715,3,3,1,57.5856
0.1930226356814198,2,6.4465,3,2,1,69.4026
0.21462504457088954,3,17.1471,9,1,1,119.3609
0.05218571599126115,0,3.4095,0,0,1,99.2362
0.336709767381185,1,13.4771,8,3,1,70.2645
0.13530434794670237,4,4.0452,2,3,1,79.2434
0.039930656274869414,0,4.4677,0,2,1,100.3964
0.04911544758181646,2,5.4458,1,3,1,96.3231
0.3611884733242537,1,6.225,3,1,1,60.97
0.11446358350982117,0,12.7198,7,2,1,88.7058
0.3849926514468023,3,6.0658,3,4,1,75.5387
0.4529600006279809,0,13.5586,5,2,1,22.9764
0.1704243926205563,2,3.3817,1,0,1,103.4934
0.39693803690161716,5,2.6248,1,2,1,66.6699
0.2143746608892219,1,4.7849,1,1,0,0.0
0.38610835488433015,5,9.2072,10,5,1,70.806
0.15336153583653866,1,5.8928,1,1,1,71.8429
0.46574351072605186,3,12.9001,9,2,1,33.5839
0.49360328925167846,4,8.332,2,0,1,19.2816
0.19307646338962053,2,8.6431,3,2,1,103.9744
0.09946360223900674,0,9.2049,4,5,1,98.4633
0.3426654326130367,0,16.3459,8,6,1,61.0431
0.2917971413687898,2,7.8463,4,1,1,60.763
0.49573393056008935,4,20.0348,13,4,1,51.6025
0.4057970883694803,2,14.1483,10,5,1,84.9961
0.4175523182276593,3,8.2656,5,2,1,92.1507
0.3632402050161908,3,6.3117,2,1,1,40.5457
0.17539451140476436,1,3.3878,2,4,1,20.5573
0.4679212251272448,1,10.1683,5,4,1,70.2752
0.23283507389022545,1,13.9385,4,1,1,95.8252
0.19972166097412625,2,4.3068,3,1,1,62.4109
0.09711742200871948,5,2.2114,0,0,1,66.6115
0.15197851622595543,2,9.0561,2,0,1,33.6776
0.0011273369910012043,3,1.0,0,1,1,103.5486
0.3299523034554582,3,4.839,1,1,1,71.8242
0.3027332921058081,1,13.3624,10,2,1,54.4453
0.2015165907589065,0,4.3502,4,2,1,39.2216
0.48355362019840165,3,11.4645,5,2,1,65.2648
0.3465531030349965,4,7.5122,2,0,1,71.9292
0.12135810395980456,1,6.8735,5,2,1,100.6387
0.18935087193240302,0,3.22,1,4,1,122.5994
0.2578998785729971,0,5.6382,2,0,1,25.8407
0.27267653470294234,4,7.7482,2,0,1,70.7848
0.13781768002002864,4,6.6429,3,3,1,58.4405
0.1247201395497286,2,2.3949,2,2,1,89.1216
0.1497117206716938,1,3.3452,1,3,1,99.6752
0.48167647948132397,4,7.9847,6,5,1,83.5569
0.17976254150148413,1,3.3562,2,2,1,64.1456
0.18707120524682652,6,9.7808,4,2,1,92.7302
0.36012210717206744,5,10.1504,12,7,1,68.8718
0.08137951272786581,1,4.9611,3,1,0,0.0
0.32158158682128196,1,12.6775,8,5,1,44.8013
0.33306496958726445,4,4.6555,2,4,1,87.7438
0.03225746420991177,3,18.2576,13,6,1,86.6288
0.09497259915632755,2,5.7383,4,4,0,0.0
0.23324550086132873,3,11.6648,2,4,1,99.0346
0.4177087163387164,0,24.56,10,6,1,33.0345
0.3661716327226299,2,7.028,4,6,1,55.6674
0.4367255481801255,2,5.3763,3,0,1,55.7703
0.425503193108287,0,8.4909,4,0,1,80.2156
0.2557510073565497,4,8.8642,4,2,1,74.6753
0.3111418874767511,4,12.8752,4,3,1,61.6866
0.4603995472737012,1,21.113,6,5,1,40.9441
0.37053636705508536,2,14.2571,4,2,1,59.0961
0.17893833658534042,2,4.1798,1,3,1,87.9969
0.17518053416201673,2,19.2441,10,3,1,80.196
0.18331106209892117,1,8.9034,4,4,1,97.1689
0.24760159230991152,2,7.8068,4,1,1,89.018
0.18124400331752794,1,6.3149,2,2,0,0.0
0.09375451075321045,0,1.0,0,1,0,0.0
0.29745953939359565,0,7.381,4,2,1,81.0049
0.4346051374128233,3,8.7925,2,1,1,59.373
0.2462742313483819,1,13.238,8,4,1,52.6909
0.10957438902563038,2,3.542,2,2,1,106.472
0.4065251810388923,2,20.3059,7,3,1,55.7209
0.3778721074741736,3,7.7505,0,2,1,46.4175
0.3501086116053409,3,8.3674,8,6,1,84.3228
0.3373622057087779,1,9.9659,3,0,1,90.7742
0.3911371058973492,1,17.35,8,5,1,51.2005
0.4151314726002171,5,12.8345,7,3,1,48.2285
0.44910149351665546,4,9.5418,4,1,1,34.7673
0.3049655985762379,2,5.9228,3,3,0,0.0
0.19679640160746692,1,1.269,1,0,1,54.7549
0.04494812860739783,2,8.1018,2,2,1,156.8792
0.36120820502865,2,6.912,4,2,1,53.5002
0.07060379303612357,1,5.6203,1,1,0,0.0
0.43425991406774206,2,19.148,11,4,1,43.5608
0.20293731812692245,2,9.025,6,3,1,90.9539
0.4380682895864151,3,19.3933,12,3,1,85.7411
0.25923731494669844,4,3.9207,2,3,1,73.2663
0.2267415551962319,2,12.5298,5,3,1,92.0037
0.18178500124563246,1,2.1675,0,0,1,87.4611
0.03067352974815235,4,7.5786,5,2,1,81.4773
0.005763977353124727,2,5.8349,3,1,1,86.6744
0.2543446384471855,2,5.0642,2,3,0,0.0
0.4505538336157816,2,6.0833,1,1,1,39.0415
0.29305505598070714,1,15.8945,10,5,1,60.6942
0.4311889388990323,0,19.4923,8,4,1,50.9152
0.49987711119346045,3,17.5722,8,6,1,29.2169
0.0893083706354606,2,2.8075,0,0,1,87.1243
0.32978827089947704,0,16.136,8,10,1,86.4784
0.20845388756344918,1,6.0972,0,1,1,65.4364
0.10440256986089907,1,5.0989,2,3,1,109.907
0.12045185533543468,1,5.5358,4,1,1,128.6601
0.12232680911509564,0,4.2942,4,3,0,0.0
0.364825835918505,1,9.3495,6,3,1,79.5923
0.1775009945763137,0,20.8041,17,4,1,86.6179
0.12786714756521178,2,4.3595,1,0,1,50.007
0.44298032526557196,1,8.7815,3,1,1,47.9534
0.01717230992867297,4,5.6707,6,2,1,91.9164
0.3678088487892043,0,7.1877,7,2,0,0.0
0.48027836662978546,1,13.064,3,3,1,65.9243
0.31282163876164687,3,5.3291,3,0,1,50.9173
0.2740814780455696,3,6.0069,2,2,1,101.0966
0.030723292420939352,1,1.2987,2,1,0,0.0
0.25147940547231307,2,6.3711,4,9,1,96.9697
0.18070207458612275,1,5.1098,2,2,0,0.0
0.38905029782720185,1,18.9785,14,4,1,81.2077
0.40588812117445144,2,15.1284,10,4,1,49.4192
0.08380122396113227,3,1.0,0,0,1,121.8302
0.26112203283849433,6,10.7538,8,3,1,57.7396
0.4299688758650763,3,5.8574,3,3,1,44.5588
0.31226331686677833,3,24.3099,13,7,1,74.7052
0.24048553461434224,5,20.1118,11,5,1,50.8621
0.4490307856212751,3,13.9863,5,2,1,82.4035
0.48324394997885994,3,8.5273,5,1,1,51.4957
0.11763705206734304,3,2.1259,0,0,1,81.0952
0.0913980683377344,2,10.7789,1,1,1,114.7963
0.43241488462317995,1,12.5849,2,1,1,71.6843
0.12147474825281773,2,5.9122,6,3,1,81.3883
0.4239192945309936,4,6.7955,2,2,1,28.3402
0.15059352133924658,2,5.8596,6,3,1,33.7648
0.009593322965136653,4,13.6083,7,6,1,58.8875
0.21096957935841643,4,10.8994,3,2,1,119.3093
0.02018356059588311,4,1.0311,1,1,1,111.2162
0.10399558764720584,2,1.0,2,2,1,69.6824
0.23968088177771818,3,2.7409,1,1,1,55.7885
0.01924765598793876,1,1.0,1,1,1,83.8899
0.016607371587160524,1,13.6975,7,1,1,104.7188
0.07757374062508937,4,8.971,5,5,1,97.5133
0.23137676264664453,3,7.0877,1,1,1,110.5614
0.487008473578225,0,7.2818,3,3,1,45.5667
0.04670716651416651,1,2.016,0,2,1,83.5181
0.3109801465534623,1,10.7838,3,3,1,97.9637
0.24853661378576297,1,6.7522,3,1,1,65.7447
0.030077634206026438,2,17.0966,9,3,1,109.9014
0.017070940794033318,0,12.9013,4,5,1,95.2714
0.11091805043703895,0,4.6572,1,3,1,54.6179
0.34237538845799387,3,9.5723,5,2,1,45.3472
0.48119415468934634,1,11.3819,7,3,1,39.9127
0.27803886862656435,2,22.6234,15,5,1,60.7402
0.02288614124031102,0,11.4929,7,2,1,101.5305
0.12898774788564904,2,2.4662,1,1,1,103.1751
0.4711611401135225,0,12.5566,7,2,1,44.5
0.006260268941801983,1,5.8611,4,3,1,59.3461
0.30112582361052037,1,4.1419,2,2,1,83.2744
0.08945895641596807,2,7.2509,3,2,0,0.0
0.03310555098890505,3,3.1987,0,3,1,146.084
0.12721811824763313,2,10.3339,5,1,1,115.7168
0.46849418178384306,2,20.8457,11,2,1,67.9985
0.3808795651350926,4,6.5512,1,0,1,42.6499
0.08561001712105742,0,3.485,2,1,1,85.8443
0.03285148542087907,3,6.9766,1,0,1,139.723
0.2465730464562797,2,5.106,3,2,1,96.7648
0.026330531481510322,1,3.297,3,3,0,0.0
0.20202983266558583,1,8.7797,4,1,1,73.2022
0.40012563629478537,3,20.6881,18,10,1,35.2489
0.25033174740861575,2,7.1079,4,1,1,67.8453
0.4484203545352601,1,7.5774,2,1,1,70.2435
0.3956286710937301,2,7.539,5,1,1,45.9318
0.2776342968940706,3,5.7222,1,1,1,49.6605
0.39520207009137986,3,9.0933,6,5,1,28.7261
0.04743330578392557,3,1.3642,5,2,1,181.963
0.10068084970993174,2,10.464,5,3,1,126.1411
0.35021023716875294,2,11.1819,5,4,1,47.4568
0.0028599859973911235,3,6.8881,4,1,1,120.022
0.002339627820276524,1,1.0,1,1,0,0.0
0.1901707184289268,2,9.7474,4,1,0,0.0
0.43353828460973737,2,37.0604,15,7,1,49.015
0.4904249401368911,1,8.6557,6,5,1,38.9883
0.3249176635208043,2,8.9227,7,5,1,67.2838
0.4751378117301291,2,8.3959,5,1,1,64.5943
0.4238367213765732,3,3.4876,0,2,1,50.3139
0.10074103729356743,2,20.5287,4,0,1,78.3731
0.20197792638375328,1,5.9469,1,0,1,57.4294
0.3118858011542344,0,2.7619,1,2,0,0.0
0.07565623274370975,1,4.5644,1,0,1,91.6555
0.1565520301153402,2,10.563,4,1,1,54.3409
0.378194142164017,1,2.9114,1,2,1,52.3819
0.17232857585542144,2,8.8414,8,2,1,16.169
0.4629666398899194,1,10.7817,10,5,1,37.7456
0.20338841910261057,2,5.0896,3,0,0,0.0
0.10987996970542468,3,3.073,3,2,1,92.6956
0.10505935475135869,1,2.7942,4,1,1,18.001
0.34360739453514677,3,11.1464,5,1,1,59.8321
0.18407591369580095,3,9.0977,6,1,0,0.0
0.11862597211176862,1,1.0,0,2,1,78.5096
0.3469332055169407,4,8.7206,2,1,1,84.3911
0.2106987627196379,2,10.6674,7,4,0,0.0
0.42299631761339745,4,5.6689,3,2,1,38.2386
0.27448909047389025,2,10.733,5,2,1,37.2236
0.48608825454614163,2,10.6298,6,1,1,47.6309
0.18722717243822617,4,5.1005,3,3,1,94.3868
0.1410521943181211,2,8.0774,6,3,1,142.1564
0.32227653546912033,1,10.3,4,4,1,93.0253
0.3541822754176435,3,8.9699,2,0,1,81.1155
0.008484236608437334,5,1.9269,0,0,1,86.239
0.334691573050658,1,8.0152,9,2,1,62.4862
0.0905105533095818,1,1.0,0,0,1,155.2489
0.47943149427033305,1,8.992,3,2,1,70.668
0.288003383243216,1,12.2276,6,5,1,81.5023
0.06331995116849226,0,1.0,0,0,1,66.6321
0.026359174543354957,4,2.9925,1,1,1,53.3239
0.43980173961935576,2,11.8979,6,1,1,42.3418
0.4253120024238291,5,9.1902,3,1,1,58.2916
0.21704749753157204,2,6.3974,2,1,0,0.0
0.043749991644129516,6,1.2645,0,1,1,92.9264
0.19499120897391553,1,6.3911,2,0,1,72.9384
0.3802647679789339,0,23.9033,14,1,1,53.2771
0.33074703894800317,3,10.5788,8,3,1,86.4647
0.4325826198977966,0,11.7475,6,2,0,0.0
0.3755960647454956,0,36.0392,20,3,1,78.0498
0.16506741898303856,2,2.2114,2,3,1,96.1623
0.17056660114591182,2,14.9144,10,4,1,69.442
0.32387764864485213,0,11.2598,4,5,1,56.7361
0.15508634476468108,1,4.3803,2,3,1,110.9718
0.43383004863206753,2,11.915,6,2,1,77.0472
0.1638509111916172,2,6.6406,2,2,1,107.0473
0.24446650615878424,3,2.0958,0,0,1,92.0656
0.021613793088323563,2,1.0,3,1,1,88.6093
0.05904521949022007,3,11.013,3,5,1,88.1207
0.06594796289823357,4,1.0,1,2,1,70.1951
0.17206525243556803,3,10.3198,6,7,1,130.0903
0.058313092083527085,2,14.4108,7,2,1,111.0113
0.22855403938386243,3,3.0053,3,1,1,103.5772
0.13457747833725725,2,11.149,8,6,0,0.0
0.1362281432401211,2,7.1237,5,4,1,43.3554
0.22275067987505032,1,19.3465,9,7,1,49.7737
0.426919825443678,0,20.1347,7,3,1,26.0941
0.38086513736265243,1,8.5284,4,2,1,55.0239
0.44186286601107744,2,14.0097,11,3,1,61.9089
0.4950877821971214,2,10.6486,4,1,1,60.4991
0.005551033170831721,0,9.2628,4,1,1,82.1426
0.34625404014419725,2,10.9117,6,0,1,51.3829
0.05991477465916756,0,16.3374,7,3,1,128.6763
0.4684119510014539,2,13.4005,4,1,1,72.2676
0.11342289390436794,2,4.4833,2,3,1,107.207
0.17497777635789236,0,29.5055,18,11,1,33.9956
0.4895265821072883,1,11.4866,4,1,0,0.0
0.4335962023883643,0,5.4642,4,2,0,0.0
0.023604068224845065,0,1.0,1,3,1,65.3207
0.023433275137733633,1,7.5636,5,4,1,112.5099
0.4094205172794588,1,16.0871,11,3,1,40.1624
0.03518601205924854,2,1.0,1,1,0,0.0
0.42586724666124953,5,9.7386,9,3,1,89.3197
0.4623103833478017,3,8.8894,6,3,1,73.0345
0.011918560515643495,1,1.9666,0,3,0,0.0
0.11000340736690822,2,13.835,6,1,0,0.0
0.011594965756163922,4,6.8997,5,6,1,89.9346
0.03641660914336475,4,12.3554,4,1,1,122.0827
0.26703634395982984,3,7.3804,5,1,1,70.3774
0.3650820013191709,1,24.9427,15,8,1,56.2422
0.23973685575880155,4,5.9477,0,0,1,91.831
0.1929723859922805,0,9.3373,7,4,0,0.0
0.1033599246522649,1,9.9019,6,0,1,54.2812
0.11828804979445745,4,7.3513,4,0,1,63.356
0.2911981643503801,1,6.2817,2,0,1,83.4362
0.42788214868525387,0,5.2063,2,2,1,40.4137
0.20228509049358967,3,9.677,6,2,1,66.0573
0.46981381118229787,2,15.3322,10,4,1,62.5817
0.026059436983889128,2,3.7093,1,1,0,0.0
0.41460531043090143,1,7.1008,6,3,1,83.4542
0.1693403120917336,1,12.9738,6,5,1,26.6847
0.43438371566333067,4,13.4699,12,7,1,49.5285
0.45970831673473705,4,21.7728,12,3,1,55.0192
0.3502042166197569,3,14.2741,7,1,1,65.0169
0.17752661344474574,2,5.2117,1,1,1,54.4768
0.228467195777959,5,7.8849,3,0,1,54.0697
0.2758880980814901,1,16.0814,5,2,1,135.3113
0.23103995628943258,3,3.5512,2,3,1,118.567
0.3955773861473593,1,11.22,7,1,1,61.5801
0.3857641440836995,2,6.8268,4,1,1,88.8326
0.0063277114883213414,4,1.0,0,0,1,45.3749
0.07583093936342011,1,4.5921,1,3,1,50.1961
0.1817744145167931,2,4.2839,3,2,0,0.0
0.33621248435707796,3,12.5898,6,3,1,70.1304
0.1148489707706623,4,10.2144,6,2,1,92.2454
0.16139468590304673,0,18.9353,9,1,1,99.5986
0.23104000463723773,3,3.0133,4,4,1,52.2012
0.2947777196661881,5,10.7196,12,7,1,95.8944
0.4508982258028196,0,19.5292,11,9,1,76.0239
0.4023163142548254,3,5.22,3,4,1,36.4037
0.17960874107201036,0,2.6593,0,1,1,76.6125
0.3839919312059034,2,13.0254,3,0,1,63.6737
0.41632899536427087,1,10.0647,3,1,1,57.6367
0.2611687035247922,2,8.0722,1,2,1,60.0287
0.14802115450851216,0,6.3211,1,0,1,83.4332
0.47153602604925554,0,20.0761,9,9,1,67.9245
0.4811262812130913,1,10.5265,5,1,1,38.9808
0.11229560022957735,2,10.9953,8,8,1,112.8735
0.3925330550279712,1,10.9353,10,4,1,22.2338
0.02087732930660907,0,1.2556,1,4,0,0.0
0.0011933219974096798,2,8.4738,8,4,1,137.18
0.17578663663180066,3,10.8737,6,4,1,99.0064
0.23126922312997755,2,6.3007,5,2,1,68.6017
0.2731682752305628,3,12.8773,6,1,1,68.082
0.189132257157546,2,27.8296,10,7,1,13.8631
0.06439895282659386,1,6.1195,1,2,0,0.0
0.17239576489820435,1,7.7101,3,0,1,84.0597
0.41091289657918306,1,11.2825,4,6,1,43.8506
0.16785497777490221,0,2.1863,2,2,0,0.0
0.29615180721758066,1,7.5342,3,2,1,56.3353
0.3404383347962158,2,18.3996,12,8,1,116.9181
0.36621844774604395,1,12.2342,3,3,1,50.4804
0.24399352765018778,1,16.5495,8,4,1,72.2536
0.06285608881928018,1,5.6747,3,1,1,47.0519
0.4502541143640355,0,10.7145,7,2,1,40.6925
0.13015442720302267,2,5.6734,2,0,1,81.7081
0.16947794471464755,1,6.7665,4,0,1,64.158
0.386889153924309,2,8.842,2,5,1,41.0455
0.38176190793718423,2,8.1267,4,6,1,85.9866
0.4481929467404794,2,13.2191,8,6,1,47.7219
0.01687408427847642,2,22.0618,11,4,1,103.7905
0.43725532464508915,2,12.1125,8,2,1,48.744
0.39611273714042244,1,16.1842,8,2,1,95.4776
0.26254739330492566,0,14.473,4,2,1,46.0269
0.07974292554301765,2,9.583,3,4,1,149.3892
0.27249685290716996,2,5.0947,2,1,1,105.1215
0.09697168243278559,1,2.4371,2,1,1,63.157
0.48247853852859574,0,8.2896,3,1,1,51.9259
0.3544062062132543,2,10.1801,5,1,1,33.115
0.29811805328037383,2,10.174,12,7,1,43.8155
0.40668180846235846,2,5.0407,2,1,1,63.929
0.26622360697879793,1,4.7396,1,1,1,82.7496
0.030129915759231463,1,1.7002,0,1,0,0.0
0.12951478829362434,1,13.1835,5,1,1,95.6745
0.49084377587941314,2,14.8054,3,3,1,46.3883
0.42540649302436384,1,15.2046,6,5,1,67.1824
0.4637224136328494,5,12.4466,13,5,1,66.7824
0.04891550567545205,3,2.5321,1,1,0,0.0
0.12399918478660044,3,8.0764,4,1,1,107.3916
0.03162022280492305,1,7.1529,2,2,1,120.7112
0.4110821818717989,5,21.4335,6,4,1,67.9686
0.08695018258234583,2,9.783,3,1,1,77.8413
0.20502636791538797,2,15.7135,6,2,1,57.8276
0.13475100293043762,3,1.0,3,3,0,0.0
0.46517873282740735,1,11.614,3,0,1,72.1823
0.3041900997752619,0,6.6964,3,3,1,74.1841
0.39975214927121194,3,13.8571,5,1,1,44.1854
0.30107055988493137,1,2.9628,0,1,1,91.4648
0.30627536802462985,1,7.5962,7,4,1,93.2079
0.1914565883628065,1,8.3524,4,3,0,0.0
0.11950015538938008,2,1.0746,0,2,1,76.5535
0.17419348336271712,2,8.6401,3,2,1,134.6179
0.14743005611502524,2,2.0771,2,1,1,61.2417
0.3456131249956827,2,19.6904,5,3,1,108.7719
0.2112821087276563,2,7.822,4,0,1,51.7603
0.27508191351066563,3,2.5845,1,0,1,72.405
0.38547074631442996,1,5.6602,4,1,1,36.1112
0.13327754882476373,3,6.5456,1,1,1,53.3814
0.2118248125539472,1,8.1795,4,1,1,40.0663
0.25974360131341173,3,9.4159,6,4,1,83.3191
0.026903585950803444,3,10.781,4,2,1,107.8507
0.07609332760727183,3,1.6228,1,0,1,59.409
0.031755309923669095,1,1.0,0,0,1,75.1747
0.37612837161462964,3,11.3473,6,2,1,69.4685
0.1499542447477516,4,2.5082,1,1,1,61.4713
0.21129673510569813,2,12.0927,2,0,1,79.9575
0.3361622235031518,2,7.0714,3,4,1,71.3484
0.4832347679309668,3,9.4536,9,4,1,35.8383
0.4055228028365052,2,5.1134,0,1,1,67.6199
0.02889979764828088,2,3.122,3,4,0,0.0
0.1528669622293256,2,2.2977,0,1,1,103.783
0.024538601226372136,1,9.2472,2,0,0,0.0
0.030834158170508275,1,2.6035,2,1,1,101.1278
0.06372801822299312,0,2.0597,0,0,1,103.605
0.16054090486126632,0,19.7967,8,3,1,69.6163
0.11574958887329845,2,5.4022,2,3,1,38.1459
0.17608734884010208,4,5.6385,3,4,1,116.2783
0.4110050015407923,1,9.2584,8,3,1,45.8294
0.3988422329003638,3,3.0876,2,1,1,97.1642
0.17536944355724926,3,15.9123,11,6,1,86.6429
0.3299106221008212,2,13.5436,9,5,1,42.1637
0.1863318391068708,1,3.1006,1,2,1,81.8622
0.19297851233721697,1,5.1675,0,4,1,60.5018
0.33786120817662935,5,6.9556,6,4,1,56.5844
0.1921608427835571,5,5.8683,2,0,1,96.1441
0.27462988289671747,2,10.3729,4,3,1,124.5297
0.057612986798263655,4,2.2621,1,2,1,135.1242
0.269406604788069,1,14.591,12,3,1,115.0317
0.37099972951239274,2,7.4571,1,0,1,40.8879
0.4441857830091917,2,8.0753,3,1,1,70.705
0.07362937312854495,2,6.6142,3,1,1,106.8034
0.20535543569553005,1,23.5739,9,4,1,69.5957
0.2430922628936532,1,22.3862,11,5,1,86.026
0.45240600383520635,1,9.7611,3,1,1,38.8301
0.12870420378430208,2,2.5556,0,2,1,67.1423
0.08283150038837878,2,15.7447,9,7,1,115.2928
0.07074539314829226,1,1.3507,1,1,1,84.4675
0.07743979290947162,3,5.3265,4,4,0,0.0
0.4347620636091087,2,13.856,6,1,1,19.6904
